judul
Perancangan sistem pendukung keputusan untuk analisis darah
Analisis komparatif algoritma pohon keputusan Hutan acak dan C4 5 untuk klasifikasi kepuasan pelanggan maskapai penerbangan
Perancangan sistem informasi sumber daya manusia untuk usaha mikro kecil dan menengah
Sistem aplikasi pengolahan data cuaca berbasis web untuk pengendalian hama penyakit tanaman padi
Perancangan sistem informasi prediksi pupuk bersubsidi dengan metodologi safety stock
Perancangan sistem informasi kependudukan bank data menggunakan Rapid Application Development
Desain sistem penilaian tanggap darurat menggunakan pendekatan Feature-Driven Development
Merancang model dasbor digital HRIS menggunakan pendekatan CBHRM
Analisa dan Perancangan Warehouse Inventory System Untuk UMKM Berbasis Multi Tenant
Deteksi Tingkat Bahasa Sunda Menggunakan Klasifikasi Berbasis Aturan Studi Kasus Di Twitter
