judul
Perancangan Aplikasi Perangkat Lunak Pengelolaan Data Bank Sampah di PT Inpower Karya Mandiri Garut
Perencanaan Pengembangan Pusat karir sebagai penunjang Sumber daya Manusia di sekolah Tinggi Teknologi Garut
Rancang Bangun Sistem Informasi Geografis Pariwisata Dan Industri Berbasis Web
Pengembangan Aplikasi Tracer Study STT-Garut
Perancangan sistem informasi geografis untuk tracer study
Perancangan Perangkat Lunak Sistem Informasi Rekam Medis Berbasis Client-Server Studi Kasus Klinik Cipanas
E-commerce berbasis Marketplace dalam upaya penjualan hasil pertanian menggunakan pendekatan Extreme programming
Perancangan monitoring absensi dengan fingerprint berbasis online
Perancangan Arsitektur Enterprise Sistem Informasi Dengan Menggunakan TOGAF-ADM Studi Kasus Dinas Perhubungan Kab Garut
Perencanaan migrasi untuk e-Government
Perencanaan Sistem Informasi Administrasi di Pendidikan Anak Usia Dini
Sistem informasi geografis pemantauan data insiden kebakaran
Pengembangan Aplikasi Lowongan Kerja Career Development Center Di Sekolah Tinggi Teknologi Garut
Perancangan Aplikasi Persediaan Barang dan Transaksi Penjualan Barang di Alya Store
Rancang Bangun Sistem Informasi Pengolahan Data Ternak di Perusahaan Dagang Perusahaan Pengengembangan Usaha Ternak Indonesia PD PPUTI
Rancang Bangun Aplikasi Bank Soal Program Studi Teknik Informatika Sekolah Tinggi Teknologi Garut
Kegiatan Kuliah Kerja Nyata Untuk Peningkatan Kemampuan TIK Masyarakat Pasirwangi Garut
Rancang Bangun Sistem Informasi Geografis Monitoring Data Kebakaran di Dinas Pemadam Kebakaran
Perancangan Aplikasi Kemahasiswaan Sekolah Tinggi Teknologi Garut Berbasis Web
Rancang Bangun Aplikasi Inventory Sayuran Berbasis Desktop di Perusahaan CV Garut Power
Perancangan Sistem Informasi Laporan Surat Pertanggungjawaban Belanja Operasional Di Unit Pelayanan Teknis Dinas Pendidikan Kecamatan Banyuresmi
Rancang Bangun Sistem Multimedia Kegiatan Keagamaan Masyarakat Indonesia Berbasis Android
Rancang Bangun Aplikasi Fasilitas Ibadah Keagamaan Berbasis Android
Membentuk Cara Berpikir Komputasi Siswa di Garut Dengan Tantangan Bebras
Kuliah Kerja Nyata Untuk Meningkatkan Pengetahuan Media Sosial di Desa Sukaratu
Media Pembelajaran Interaktif Pengenalan Alat Pencernaan Manusia Dengan Perangkat Mobile
PERANCANGAN WEBSITE RADAR GARUT DI PERUSAHAAN WAHANA SEMESTA GARUT
PENGARUH AKUNTANSI KONSERVATIF RISIKO PERUSAHAAN DAN STRUKTUR MODAL TERHADAP EARNINGS RESPONSE COEFFICIENT
PERANCANGAN APLIKASI PERANGKAT LUNAK PERBENDAHARAAN BUKU PERPUSTAKAAN STUDI KASUS DI PENGADILAN NEGERI GARUT
Model sistem multimedia untuk sirkuit listrik pada perangkat seluler android
Pengembangan Emotourist sebagai wajah turis yang mencerminkan respon emosional
Perancangan sistem informasi kependudukan bank data menggunakan Rapid Application Development
Perancangan sistem presensi karyawan menggunakan teknologi Radio Frequency Identification
Pengembangan game edukasi untuk pembelajaran pengelolaan sampah
Distribusi Sistem Informasi Geografis kantor penyelenggara jaminan kesehatan dan ketenagakerjaan
Rancang Bangun Media Pembelajaran Sejarah Pahlawan Wanita Indonesia Berbasis Android
E-Konseling Untuk Karir Alumni Universitas
Pelatihan Aplikasi Pembayaran Non Tunai Untuk Menurunkan Risiko Penularan Covid-19 di Garut
Edukasi Cara Berpikir Komputasi Melalui Tantangan Bebras 2020 di Garut
Pengembangan Sistem Informasi Geografis Penggalangan Dana dan Donasi Berbasis Web
Peningkatan Pengetahuan Tentang Covid-19 dan Literasi Digital Masyarakat Kelurahan Jayawaras Garut
Media Pembelajaran Pencegahan Penyakit Stunting Pada Balita Berbasis Android
Pendekatan MDLC untuk Media Pembelajaran Pengenalan HIV/AIDS Berbasis Android
Proses hierarki analitis untuk rencana produk usaha mikro dan menengah tahu
Pengembangan Sistem Informasi Tracer Study Di sekolah Tinggi Teknologi Garut
Perancangan Sistem Aplikasi Pendaftaran Kursus Ilmu Pemerintahan
Pengembangan Aplikasi Lowongan Kerja Career Development Center Di Sekolah Tinggi Teknologi Garut
Pengembangan Aplikasi Pengolahan Data Bimbingan Konseling di Sekolah Menengah Kejuruan Islam Madinatul Ulum
Sistem Informasi Akademik Di SMA LPPN Bandung
Analisis sistem informasi I-Siska pada PT Telkom Cabang Bandung Timur Kancatel Rancaekek laporan praktek kerja lapangan
PEMANFAATAN APLIKASI PERSEDIAAN BARANG UNTUK DAFTAR PENGANTAR KIRIMAN DPK INTERNAL DI PT INTI
