judul
Desain pengering sepatu otomatis
Prototipe sistem pendukung keputusan untuk deteksi angin berdasarkan optocoupler dan sensor magnetik
Pemodelan pan-tilt untuk deteksi wajah
Arsitektur terdistribusi untuk sistem autograding
Aplikasi Webcam untuk Pemantauan Kelas
Membentuk Cara Berpikir Komputasi Siswa di Garut Dengan Tantangan Bebras
Fluids level monitoring using Zigbee
Sensor ultrasonik untuk memantau pertumbuhan jagung berdasarkan Raspberry Pi
Desain arsitektur layanan mikro untuk autograder menggunakan arsitektur terdistribusi
Edugame development for introduction chord basic guitar
Smart Building Tinjauan Literatur
Implikasi Pedagogis dari QS An-Naml Ayat 60-64 sebagai Landasan Metode Pengulangan dalam Pembelajaran Aqidah
Edukasi Cara Berpikir Komputasi Melalui Tantangan Bebras 2020 di Garut
Kajian Adiksi Internet dan Adiksi Media Sosial dari Sisi Filsafat Sains
Rancang Bangun Media Pembelajaran Obat Tradisional Untuk Penyakit Kulit Berbasis Android
Media Pembelajaran Pencegahan Penyakit Stunting Pada Balita Berbasis Android
Rancang Bangun Media Pembelajaran Mengenal Anggota Tubuh Manusia Menggunakan Teknologi Augmented Reality Untuk TK/Paud Berbasis Android
Sosialisasi Cegah Covid-19 Teknologi dan Literasi Digital Desa Mekarjaya
Desain kontrol kemudi dan simulasi glider bawah air hibrida
Desain kontrol kedalaman dan simulasi glider bawah air hibrida
Pengaruh Pembebanan Terhadap Tegangan dan Frekuensi Pada Generator 3 Fasa
PENGEMBANGAN MODUL FISIKA GELOMBANG BERBASIS DISCOVERY LEARNING PADA MATERI GELOMBANG SFERIS DAN SILINDRIS DENGAN BERBANTU SIMULASI MATLAB
