judul
Rancang Bangun Sistem Informasi Geografis Sebaran Tempat Riset Teknologi Informasi di Kota Garut
Pengembangan Ganesha Digital Library untuk Membuat Situs Jurnal
Pengembangan Aplikasi Sunda Berbasis Android Menggunakan Metode Rapid Application Development RAD
Perancangan Strategis Implementasi Sistem Informasi di Universitas
Pengembangan Aplikasi Zakat Berbasis Android Menggunakan Metode Prototype
Pengembangan Aplikasi Web Untuk Pemetaan Zakat
Pembuatan Game Edukasi Pengenalan Karies Untuk Anak Usia 6–8 Tahun
Pengembangan aplikasi mutabaah tahfidz alquran untuk mengevaluasi hafalan
Pengembangan Aplikasi Web Untuk Pengajuan Cuti Pegawai Secara Online
Penyelidikan awal sistem informasi menggunakan diagram Ishikawa dan statistik sektoral
Pengembangan Papan Informasi Digital untuk Menyiarkan Ulang Informasi yang Diterbitkan pada Situs Web
Penerapan Perangkat Lunak Open Source Owncloud Sebagai Server Penyimpanan Data Berbasis WEB
Pengembangan Sistem Informasi Kepegawaian pada Dinas Perindustrian Perdagangan dan Pengelolaan Pasar Kabupaten Garut
Pengembangan sistem informasi geografis untuk memudahkan pencarían informasi fasilitas sosial dan lokasinya
Pengembangan Aplikasi Katalog Online Di Perpustakaan Sekolah Tinggi Teknologi Garut
Integrasi Relawan Teknologi Informasi dan Komunikasi dalam Sistem Pendidikan Tinggi
Pemodelan Kandidat Layanan Saluran Informasi Akademik dengan Penerapan Arsitektur Berorientasi Layanan
Perancangan Sistem Informasi Hasil Pertanian Berbasis Web Dengan Unified Approach
Pengembangan Aplikasi Untuk Penyediaan Informasi Perumahan Secara Online
Pengembangan Aplikasi Fiqih Jual Beli Hutang Piutang dan Riba dengan Menggunakan Sistem Multimedia
Pengembangan Aplikasi Peta Wisata Garut Berbasis Android Menggunakan Metode Rapid Application Development
Pengembangan Aplikasi Pendaftaran Muzakki dan Mustahik berbasis Web di Badan Amil Zakat Daerah Kabupaten Garut
Kerangka kerja masyarakat TIGER dalam lingkup infrastruktur teknologi informasi
Model Sistem Perubahan dalam Lingkup Program Sarjana
Pengembangan Pusat Promosi Berbasis Elektronik Untuk Usaha Kecil Menengah
