judul
Pengembangan Aplikasi Pengarsipan Surat di Bagian Informatika Sekretariat Daerah Kabupaten Garut untuk Kemudahan dalam Pendisposisian Surat
Rancang Bangun Aplikasi Jejaring Sosial Untuk Berbagi Informasi Kehilangan
Simulasi Monte Carlo Untuk Pelayanan Perpanjangan Surat Tanda Nomor Kendaraan Bermotor
Pengembangan Portal Web Kelompok Informasi Masyarakat
Memfungsikan Telecenter Sebagai Pusat Pembangunan Ekonomi Digital di Wilayah Perdesaan dengan Melibatkan Relawan Tekologi Informasi
Rancang Bangun Sistem Pengelolaan Service Level Agreement Berbasis Online
Tahapan Prasarana Tiga Lapis dan Pengaturan Tingkat Fungsional Untuk Pengembangan Masyarakat Informasi dalam Ruang Lingkup Aksi Sukarelawan Teknologi Informasi
PENGEMBANGAN SISTEM PAKAR UNTUK DIAGNOSA PEMILIHAN ALAT KONTRASEPSI
Kegiatan Kuliah Kerja Nyata Untuk Peningkatan Kemampuan TIK Masyarakat Pasirwangi Garut
Rancangan sistem informasi yang diusulkan untuk meningkatkan mahasiswa baru
Perancangan sistem informasi sumber daya manusia untuk usaha mikro kecil dan menengah
Mengungkap kepuasan mahasiswa terkait layanan informasi akademik menggunakan model Kano
Katalog elektronik pemetaan potensi masjid
Panduan Penelitian Mahasiswa dan Penyusunan Skripsi
Pengembangan Fitur Peta Lokasi Dari Aplikasi Penyedia Informasi Perumahan Secara Online
Pengembangan Aplikasi Bergerak untuk Memudahkan Muslim Melakukan Evaluasi Ibadah Harian
Peran Relawan Teknologi Informasi dalam Pemanfaatan Warung Internet Perdesaan
Pemberdayaan Pandupreneur Melalui Kursus Bina Usaha Bagi Anggota Pramuka di Kabupaten Garut
Penyadaran Masyarakat Desa Sirnajaya Garut Terkait Pemanfaatan Internet Dengan Program Pandu Digital Goes To Villages
Pengembangan Fitur Perpustakaan Digital Online Untuk Komunitas Maya Akademik
Pengembangan Fitur Profil dan Komentar untuk Sistem Informasi Fasilitas Sosial Kabupaten Garut
Pengembangan fitur perhitungan laba rugi dari sistem informasi penjualan pakaian berbasis web
Model Sistem Pengendalian Keamanan Kolaboratif Dalam Daur Hidup Proses Manajemen Ketersediaan
Pengembangan Aplikasi Penyusun Jadwal Pelajaran Secara Otomatis
Pengembangan Aplikasi Pengelolaan Barang Untuk Memenuhi Kebutuhan Satuan Kerja Perangkat Daerah Di Lingkungan Pemerintah Daerah Garut
Model Analisis Sistem Informasi Kelompok Penggerak Masyarakat Informasi
PENGEMBANGAN SISTEM INFORMASI UNTUK PEREKAMAN DAN PELAPORAN KINERJA KELOMPOK PENGGERAK MASYARAKAT INFORMASI
Pengembangan Aplikasi Pengelolaan Keuangan untuk Memenuhi Kebutuhan Unit Simpan Pinjam Koperasi Pegawai Dokter Slamet Kabupaten Garut
MODEL SIMULASI PERAWATAN SEPEDA MOTOR
Pengembangan Aplikasi Rambu Lalu Lintas Berbasis Android Menggunakan Metode Prototyping
Sistem informasi geografis berbasis web untuk pemetaan objek wisata religi
Desain arsitektur layanan mikro untuk autograder menggunakan arsitektur terdistribusi
Pengembangan sistem online pelaporan masalah pelayanan BUMN
Pengembangan sistem informasi geografis untuk sentra Usaha Kecil dan Menengah
Pengembangan Emotourist sebagai wajah turis yang mencerminkan respon emosional
Perancangan sistem informasi kependudukan bank data menggunakan Rapid Application Development
Analisa Perancangan Sistem Manajemen Pengunjung Sekolah
Penerapan Algoritma Association Rule Pada Sistem Rekomendasi Untuk Menunjang Pemasaran Hasil Pertanian
Pengembangan Sistem Informasi Satuan Karya Pramuka Untuk Pelaporan Kegiatan
Pengembangan Aplikasi Togove Untuk Membantu Masyarakat Mendapatkan Informasi Wisata Pemerintahan
Buku Pedoman Kuliah Kerja Nyata Tematik Pencegahan Covid-19: Bersama Lawan Covid-19
Perencanaan strategis untuk meningkatkan daya saing lembaga pendidikan
Pelatihan Aplikasi Pembayaran Non Tunai Untuk Menurunkan Risiko Penularan Covid-19 di Garut
Edukasi Cara Berpikir Komputasi Melalui Tantangan Bebras 2020 di Garut
Pengembangan Aplikasi Katalog Produk Usaha Kecil Menengah Berbasis Android
Rancang Bangun Aplikasi Pengenalan Mata Uang Berbasis Multimedia
Pengembangan Teknologi Untuk Memudahkan Pemantauan Kehadiran Karyawan yang Tersebar di Lokasi Berjauhan
Sistem manajemen bencana di lingkungan seluler
Rancang Bangun Aplikasi Simulasi Antrian Model Multi Channel Single Server
Pengembangan Perpustakaan Digital untuk Menunjang Pusat Promosi Berbasis Elektronik
PENGEMBANGAN FITUR RETUR DARI SISTEM INFORMASI PERSEDIAAN BARANG
PENGEMBANGAN FITUR PENGOLAAN DATA PIUTANG DAN PEMESANAN BARANG UNTUK APLIKASI PENJUALAN BARANG BERBAHAN KULIT
PENGEMBANGAN FITUR PEMESANAN ONLINE UNTUK APLIKASI PEMINJAMAN BUKU PERPUSTAKAAN
PENGEMBANGAN APLIKASI BERGERAK UNTUK PENYEDIAAN INFORMASI LOKASI RUMAH SAKIT DI WILAYAH GARUT
PERANCANGAN PROGRAM APLIKASI TRANSAKSI PEMBAYARAN IURAN UNTUK LEMBAGA PENDIDIKAN
Pedoman Membangun Masyarakat Informasi Bagi Relawan TIK Perintis
Aktivitas dan Kompetensi Relawan Teknologi Informasi dan Komunikasi
PENGEMBANGAN APLIKASI SHORT MESSAGE SERVICE GATEWAY DENGAN FITUR AUTOREPLY SHORT MESSAGE SERVICE UNTUK PROMOSI DI AIR’S LEATHER
PESANTREN TEKNOLOGI INFORMASI TUJUH HARI SEBAGAI SARANA PENGEMBANGAN SUMBER DAYA MANUSIA DALAM MASYARAKAT INFORMASI
SIMULASI PERHITUNGAN INTEGRAL NON LINIER MENGGUNAKAN MONTE CARLO Studi Kasus Ekonomi Total Biaya
Pengembangan Fitur Peminjaman Online Sistem Informasi Perpustakaan Studi Kasus Perpustakaan STT-Garut
