judul
Pengenal Bencana Alam Berbasis Media Sosial
Rancangan sistem informasi yang diusulkan untuk meningkatkan mahasiswa baru
Arsitektur terdistribusi untuk sistem autograding
Membentuk Cara Berpikir Komputasi Siswa di Garut Dengan Tantangan Bebras
Rancang Bangun Aplikasi Pengidentifikasi Bencana dan Lokasi Aman Bencana Berbasis Media Sosial
Pemilihan jawaban menggunakan Word Alignment berdasarkan Part of Speech Tagging dalam menjawab pertanyaan komunitas
Pemantauan level cairan menggunakan Zigbee
Perancangan sistem presensi karyawan menggunakan teknologi Radio Frequency Identification
Deteksi Tingkat Bahasa Sunda Menggunakan Klasifikasi Berbasis Aturan Studi Kasus Di Twitter
Pemilihan topik bencana alam menggunakan klasifikasi pohon keputusan
RANCANG BANGUN OPEN ACCESS JOURNAL MENGGUNAKAN METODE OBJECT ORIENTED DENGAN PENDEKATAN UML-BASED WEB ENGINEERING
