judul
PERANCANGAN ARSITEKTUR ENTERPRISE UNTUK PERGURUAN TINGGI SWASTA MENGGUNAKAN TOGAF ADM
Perancangan Sistem Informasi Pengolahan Administrasi Keuangan Sekolah Menengah Pertama Islam Terpadu Assalam Garut
Perancangan Sistem Pakar untuk Pembagian Waris Menurut Hukum Islam Faraid
Rancang Bangun Sistem Informasi Penggajian di Perguruan Tinggi Swasta
Perancangan Sistem Informasi Manajemen Wedding Organizer Online Menggunakan Scrum
Arsitektur sistem manajemen sumber daya manusia di universitas
Pengembangan Sistem Informasi Jasa Menjahit Berbasis Web pada Ganesha Tailor Garut
Rancang Bangun Profil Wisata Dengan Sistem Informasi Geografis Perum Perhutani Kesatuan Pemangku Hutan Garut
Pengembangan Aplikasi Penjualan Sparepart di Bengkel Anugrah Jaya Motor Berbasis Desktop
Hubungan Dukungan Sosial Dengan Kualitas Hidup Pada Penderita Tuberkulosis Paru Di Balai Kesehatan Kerja Masyarakat Provinsi Jawa Barat Tahun 2014
Rancang bangun Aplikasi Pengelolaan Surat di Desa Tanjung Kamuning
Pengembangan Aplikasi Pengendalian Tugas Akhir Berbasis Web Sisi Mahasiswa Dosen dan Staff USI
Perancangan Sistem Informasi Keuangan di Sekolah Menengah Atas Negeri 18 Garut
Pengembangan Aplikasi Pengolahan Nilai Siswa Berbasis Web di Sekolah Dasar Negeri
Rancang Bangun Sistem Informasi Kepegawaian di Sekolah Menengah Pertama Negeri 3 Tarogong Kidul Kabupaten Garut
Sistem informasi manajemen aset untuk pendidikan tinggi
Sistem Penggajian Terintegrasi Fingerprint di Perguruan Tinggi
Perancangan sistem informasi kuliner berbasis android menggunakan siklus hidup pengembangan multimedia
Sistem Informasi Potensi Investasi Terintegrasi Menggunakan Scrum Agile
Rancangan Perangkat Lunak Aplikasi Kenaikan Jabatan Fungsional Dosen
Pengembangan Aplikasi Pengelolaan Inventaris Barang Berbasis Web Di Sekolah Tinggi Teknologi Garut
Kelimpahan dan kandungan nutrisi beberapa tanaman pangan di habitat badak sumatera di hutan Kutai Barat Kalimantan Timur Indonesia
Rancang Bangun Aplikasi Computer Laboratory Resource Inventory System Berbasis Web Pada Sekolah Menengah Kejuruan Plus Pontren Yabafa
SISTEM INFORMASI PERHITUNGAN CAPAIAN KINERJA PEGAWAI DI BADAN PUSAT STATISTIK KABUPATEN GARUT
Membentuk Cara Berpikir Komputasi Siswa di Garut Dengan Tantangan Bebras
Merancang sistem dasbor cerdas menuju kepemimpinan digital dalam organisasi waralaba
Arsitektur sistem informasi lembaga pengelola zakat infaq dan sedekah
Perancangan Elektronik Marketplace Event Organizer
Sistem Informasi Stock Dan Penjualan Di Qla Computer Berbasis Web
Perancangan Aplikasi Pengelolaan Dana Bantuan Operasional Sekolah di Sekolah Menengah Atas
PENGEMBANGAN APLIKASI CONTROLLING TUGAS AKHIR BERBASIS WEB SISI KOORDINATOR DAN PEMANGKU KEPUTUSAN
Reservasi kuliner elektronik berbasis Android dengan metodologi Scrum dan database Firebase
Pengembangan media pembelajaran bahasa isyarat menggunakan sistem multimedia
Perancangan sistem informasi prediksi pupuk bersubsidi dengan metodologi safety stock
Rancangan sistem informasi verifikasi tamu yang diusulkan untuk kompleks perumahan
Perancangan sistem pendukung keputusan studi kelayakan bisnis menggunakan metode SMART
Analisis regresi dalam memprediksi masa pakai aplikasi pelapisan pada proyek integritas aset
KESADARAN MASYARAKAT DALAM PENGGUNAAN JASA TRANSPORTASI PUBLIK DI KOTA BANDUNG Deskripsi Hasil Analisis Kesadaran Penumpang Dalam Menggunakan Jasa Bus DAMRI Di Kota Bandung
Rancang Bangun Aplikasi Komunitas Maya Kewirausahaan Berbasis Web
Sistem Informasi Katalog Diler Motor di Kota Garut
Edukasi Kesehatan melalui Buku Saku terhadap Pengetahuan dan Sikap Masyarakat Usia Produktif mengenai Cek Kesehatan Rutin
Perancangan Aplikasi Wedding Organizer Berbasis Android
Rancang Bangun Aplikasi Jasa Service Peralatan Elektronik Berbasis Android
Aplikasi Android untuk Pengecekan Status KTP Elektronik
Pengembangan Aplikasi Katalog Elektronik Barbershop Berbasis Web
Perancangan Electronic Catalogue Online Sebagai Media Prmosi Wisata Industri
Edukasi Cara Berpikir Komputasi Melalui Tantangan Bebras 2020 di Garut
Sistem Informasi Sarana dan Prasarana Pendidikan Anak Usia Dini Menggunakan Metodologi Extreme Programming
Rancang Bangun Aplikasi Booking dan Transaksi Barbershop Berbasis Web
Rancang Bangun Sistem Informasi Pengelolaan Rumah Kos Deo Garut Berbasis Web
Media Pembelajaran Rumah Adat Indonesia Berbasis Android Menggunakan Algoritma Fisher Yates Shuffle
Merancang produk perangkat lunak dengan kerangka sprint desain Google Ventures in startup
Efektifitas Model Self Management Behavior Terhadap Pengendalian Gula Darah Puasa Pada Pasien DM Di Kelompok Prolanis Kota Bandung Tahun 2019
Perancangan Sistem Informasi Pengelolaan Alumni Perguruan Tinggi
Analisis Semantik pada Penamaan Penginapan di Kabupaten Banyumas
Pengembangan Aplikasi Sistem Pakar Diagnosis Penyakit Dan Hama Pada Tanaman Padi
Perancangan Aplikasi Pengelolaan Surat Masuk Surat Keluar dan Agenda Surat
PERBANDINGAN PERIBAHASA JEPANG DENGAN PERIBAHASA SUNDA TENTANG PERILAKU MANUSIA Linguistik Kognitif
PERANAN PERUSAHAAN MODAL VENTURA SEBAGAI LEMBAGA PEMBIAYAAN DALAM MEMBANTU PENGEMBANGAN USAHA STUDI KASUS PADA PT SARANA JATENG VENTURA
