judul
Business Process Model and Notation BPMN Donat Madu Cihanjuang
Rancangan sistem informasi yang diusulkan untuk meningkatkan mahasiswa baru
Sistem Informasi Pengurus Dewan Kemakmuran Masjid
Pengembangan sistem online pelaporan masalah pelayanan BUMN
Pengembangan media pembelajaran bahasa isyarat menggunakan sistem multimedia
Rancangan sistem informasi verifikasi tamu yang diusulkan untuk kompleks perumahan
Perancangan Sistem Manajemen Pengetahuan Untuk Meningkatkan Kemampuan Karyawan Dalam Organisasi
E-Konseling Untuk Karir Alumni Universitas
Merancang produk perangkat lunak dengan kerangka sprint desain Google Ventures in startup
RANCANG BANGUN SISTEM PENJADWALAN PRAKTIKUM SECARA ONLINE Studi Kasus di Sekolah Tinggi Teknologi Garut
